1977	66.4	59	43.9	60.1	49.4	120	125.6	124.8	91.7	81	106.5	59.5
1978	68.9	57.1	82.5	59	81.5	169.1	121.5	113.8	102.9	97.1	66.1	108.4
1979	80.1	51.6	100.2	81.7	104.3	151.8	165.4	130.4	132	83	73.5	76.5
1980	87.8	30.7	100.4	63.1	71.2	107.7	148.2	84.4	136.4	100	66.3	92.7
1981	76.7	79.3	58.3	87.6	104.9	110.1	114.2	99.3	94.4	90.7	76.4	61.3
1982	54.4	26	59.5	132.4	40.2	114.2	103.5	123.1	99.2	47.4	88	87.8
1983	67.8	87.5	107.8	106.7	90.7	80.8	104	98.7	157.7	81.3	136.2	96.5
1984	49.4	67.9	55.3	34.2	99.3	91.5	155.8	100.6	106.7	44.3	87.2	64
1985	44.9	57.7	61.6	45	76.1	89.7	151.3	93.8	105.3	87.3	50.1	52.6
1986	83.8	38.8	45.2	85.4	65	147	130	133.7	134.4	74.7	72.4	49.3
1987	42.4	19.4	38.7	45.3	72.5	127.3	122.6	107.7	124.3	91.5	99	60.9
1988	74.7	78.8	64.8	71.3	63	147.8	84.7	120.5	151.3	97.3	76.6	63
1989	54	26.5	46.5	63.1	75.4	99.8	69.7	135.8	94.9	97.2	78.1	59.4
1990	62.1	44.5	30.2	47.7	76.3	83.7	102.8	95.7	166.5	131.2	110	94.4
1991	41.1	37.4	92.9	43.1	65.3	67.8	112.4	138.6	90.8	163.8	63.4	58.5
1992	79.6	39.4	51.3	69.8	44.1	149.2	149.6	164.4	118.6	85.9	51.9	44.5
1993	40.1	57.4	39.9	76	102.9	94.4	129	152.2	133	112	74.6	71
1994	77.9	50.6	67.3	72.1	71.7	136.5	166.2	134.5	130.8	48.3	140.1	61.9
1995	95	81.5	79.4	80.2	69	58	132.3	80.3	120.7	120.4	102.3	61
1996	79.5	83.9	70.9	120.6	55.6	72.2	218.8	68.7	62.1	93	82	101.9
1997	88.3	41.6	60.4	29.4	127.5	83.9	116.2	109.1	131	38.1	53.1	59.3
1998	59.5	69.9	94.4	41.2	61.6	113.5	180.5	91.9	161.5	93.6	99.3	65.5
1999	80.9	42.5	94.2	43.5	52.9	96.7	136.4	95.5	128.8	97.2	102.6	53.2
2000	69.6	47.5	55.1	80.6	92.6	88.3	140.9	124.1	87.3	67.4	70.9	87.2
2001	23.5	62	41	40	49.6	134.6	131.6	108.2	89.4	113.8	65.7	42.6
2002	36.1	73	68.2	52.5	76.2	91.3	114	99.4	98.2	82.9	82	55
2003	21	65.3	51	58.3	42.3	86.5	172.3	109.8	90.2	147.9	98.9	103.6
2004	42.3	24.8	55.9	42.7	87.2	107.5	162.2	157.9	102.1	68.4	83.7	98.6
2005	35.7	52.7	78.7	93.8	48	110.3	70.9	168.9	113.5	93.4	117.7	104.7
2006	101.2	72.5	53	47	85.4	110.8	116	87.2	149.4	132.8	83.8	53
2007	63.2	54.1	79	53.3	45.8	99.4	115.6	127.3	148.6	96.7	137.3	68.3
2008	61.4	60.9	98	75.9	65.7	123	124.1	96.3	109	83.5	88.9	88.4
2009	66	49.3	42.6	92.3	74.7	83.6	127.2	108.8	82.5	94.6	63	83.8
2010	47.8	32.7	38.6	56.5	80.6	107.3	116.1	75.3	175	110.5	86.3	98.8
2011	63.8	39.1	84.5	100.5	111.7	93.4	131.2	172.6	85.4	57.7	77.5	72.2
2012	71.1	36.8	50.9	90.5	81.6	100.4	81.7	119.3	90.5	122.6	33.7	92.5
2013	56.9	42.3	71.3	72.8	103	91.8	57.1	78.4	106.9	71.4	77.3	98.1
2014	75.7	60.4	90.3	79.3	65.9	85.4	133.7	99.3	116.5	132.2	72.6	77.4
2015	78.1	32.2	38.6	56.9	66.1	92.9	151.5	109.9	85.7	66	104.5	40
2016	40	66.9	81.9	34.9	68.2	182.9	137.1	90.3	94.4	117.9	58.9	47.6
